,Age,Gender,Race,Offenses Severity,Arrest Day of Week,Arrest Date,Arrest Month,Arrest Year,Temperature,Weather Condition,Incident Location,Incident Latitude,Incident Longitude,Incident Neighborhood,Incident Zone
1955,32.0,M,W,M,Monday,14,November,2016,54.77,Clear,"N Homewood AV & Frankstown AV Pittsburgh, PA 15208",40.45739668,-79.89629786,Homewood North,5
1956,27.0,M,B,M,Monday,14,November,2016,54.77,Clear,"Jumonville ST & Forbes AV Pittsburgh, PA 15219",40.43733911,-79.97773265,Bluff,2
1957,40.0,M,W,M,Tuesday,15,November,2016,55.6,Clear,"2100 Block Abel ST Pittsburgh, PA 15210",40.41644017,-79.97723966,Arlington,3
1958,23.0,F,B,M,Tuesday,15,November,2016,55.6,Clear,"3100 Block Bergman ST Pittsburgh, PA 15204",40.45688576,-80.05486725,Sheraden,6
1959,34.0,F,B,M,Tuesday,15,November,2016,55.6,Clear,"2100 Block Park Hill DR Pittsburgh, PA 15221",40.45295266,-79.8740214,East Hills,5
1960,46.0,M,B,F,Tuesday,15,November,2016,55.6,Clear,"600 Block East Ohio ST Pittsburgh, PA 15212",40.45396982,-79.99897476,East Allegheny,1
1961,21.0,F,B,F,Tuesday,15,November,2016,55.6,Clear,"5100 Block Schenley DR Pittsburgh, PA 15224",40.47162103,-79.94015835,Mount Washington,5
1962,31.0,M,B,F,Tuesday,15,November,2016,55.6,Clear,"Colliar Twp Colliar Twp, PA ",0.0,0.0,Outside City,OSC
1963,36.0,M,W,F,Tuesday,15,November,2016,55.6,Clear,"2000 Block Westmont AV Pittsburgh, PA 15210",40.39420324,-79.98763754,Carrick,3
1964,19.0,M,B,M,Tuesday,15,November,2016,55.6,Clear,"Marshall AV & Brighton RD Pittsburgh, PA 15214",40.46688713,-80.02501306,Perry South,1
1965,46.0,M,W,M,Tuesday,15,November,2016,55.6,Clear,"700 Block Brookline BL Pittsburgh, PA 15226",40.39458318,-80.0216923,Brookline,6
1966,32.0,M,B,M,Tuesday,15,November,2016,55.6,Clear,"200 Block E North AV Pittsburgh, PA 15212",40.45527309,-80.00887041,Central North Side,1
1967,28.0,F,W,M,Tuesday,15,November,2016,55.6,Clear,"500 Block Parallel AV Pittsburgh, PA 15210",40.40359093,-79.97970579999999,Carrick,3
1968,27.0,M,W,M,Tuesday,15,November,2016,55.6,Clear,"500 Block Parallel AV Pittsburgh, PA 15210",40.40359093,-79.97970579999999,Carrick,3
1969,23.0,F,B,M,Tuesday,15,November,2016,55.6,Clear,"700 Block Industry ST Pittsburgh, PA 15210",40.42072615,-79.99577697,Allentown,3
1970,16.0,F,B,F,Tuesday,15,November,2016,55.6,Clear,"2400 Block SHADY AV PITTSBURGH, PA 15217",40.43002809,-79.92063357,Squirrel Hill South,4
1971,37.0,F,W,M,Tuesday,15,November,2016,55.6,Clear,"100 Block Lytton AV Pittsburgh, PA 15213",40.44609265,-79.95462979999999,North Oakland,4
1972,22.0,M,B,M,Tuesday,15,November,2016,55.6,Clear,"Steuben ST & Wabash ST Pittsburgh, PA 15220",40.44171369,-80.03529635,West End,6
1973,18.0,M,B,F,Wednesday,16,November,2016,55.56,Overcast,"Mulford ST & N Braddock AV Pittsburgh, PA 15221",40.452651200000005,-79.89130093,Homewood South,5
1974,51.0,M,B,F,Wednesday,16,November,2016,55.56,Overcast,"400 Block N Neville ST Pittsburgh, PA 15213",40.45140073,-79.94953823,North Oakland,4
1975,32.0,M,B,F,Wednesday,16,November,2016,55.56,Overcast,"80 Block Knox AV Pittsburgh, PA 15210",40.41657199,-79.99069137,Knoxville,3
1976,17.0,M,B,M,Wednesday,16,November,2016,55.56,Overcast,"900 Block CARSON ST PITTSBURGH, PA 15203",40.42861965,-79.98976989,South Side Flats,3
1977,16.0,F,O,M,Wednesday,16,November,2016,55.56,Overcast,"500 Block CRANE AV PITTSBURGH, PA 15216",40.41698861,-80.01823348,Beechview,6
1978,17.0,M,B,F,Wednesday,16,November,2016,55.56,Overcast,"20 Block Bailey AV Pittsburgh, PA 15211",40.42704913,-80.00446134,Mount Washington,3
1979,15.0,M,O,M,Wednesday,16,November,2016,55.56,Overcast,"500 Block CRANE AV PITTSBURGH, PA 15216",40.41698861,-80.01823348,Beechview,5
1980,53.0,F,B,M,Wednesday,16,November,2016,55.56,Overcast,"300 Block Johnston AV Pittsburgh, PA 15207",40.40639491,-79.93970485,Hazelwood,4
1981,33.0,F,B,F,Wednesday,16,November,2016,55.56,Overcast,"5300 Block Columbo ST Pittsburgh, PA 15224",40.46913727,-79.93793438,Garfield,5
1982,29.0,M,W,F,Wednesday,16,November,2016,55.56,Overcast,"2200 Block Noblestown RD Pittsburgh, PA 15205",40.43007247,-80.05390849999999,Westwood,6
1983,36.0,M,W,M,Wednesday,16,November,2016,55.56,Overcast,"1800 Block Fallowfield AV Pittsburgh, PA 15216",40.40744855,-80.02376226,Beechview,6
1984,25.0,F,B,M,Wednesday,16,November,2016,55.56,Overcast,"500 Block Avery ST Pittsburgh, PA 15212",40.45308782,-80.0002879,East Allegheny,1
1985,30.0,M,W,M,Wednesday,16,November,2016,55.56,Overcast,"62nd ST & Butler ST Pittsburgh, PA 15201",40.48821411,-79.93776361,Stanton Heights,5
1986,25.0,M,B,F,Wednesday,16,November,2016,55.56,Overcast,"1100 Block Shadycrest DR Pittsburgh, PA 15216",40.42308084,-80.02527475,Beechview,6
1987,36.0,M,W,M,Wednesday,16,November,2016,55.56,Overcast,"Hampshire AV & Broadway AV Pittsburgh, PA 15216",40.4105677,-80.02467273,Beechview,6
1988,36.0,M,B,M,Wednesday,16,November,2016,55.56,Overcast,"2500 Block E Carson ST Pittsburgh, PA 15203",40.42747712,-79.96981763,South Side Flats,3
1989,52.0,F,B,M,Wednesday,16,November,2016,55.56,Overcast,"1900 Block Westmont AV Pittsburgh, PA 15210",40.39565108,-79.98853479,Carrick,3
1990,54.0,M,B,F,Wednesday,16,November,2016,55.56,Overcast,"6100 Block Penn AV Pittsburgh, PA 15206",40.46070679,-79.92378078,East Liberty,5
1991,61.0,M,W,M,Wednesday,16,November,2016,55.56,Overcast,"Liberty AV & S Evaline ST Pittsburgh, PA 15224",40.45798271,-79.94217773,Bloomfield,5
1992,41.0,M,B,M,Wednesday,16,November,2016,55.56,Overcast,"900 Block W North AV Pittsburgh, PA 15233",40.45356671,-80.0174431,Central North Side,1
1993,31.0,F,W,F,Wednesday,16,November,2016,55.56,Overcast,"900 Block Freeport RD Pittsburgh, PA 15206",40.48808181,-79.89431722,Morningside,5
1994,55.0,M,B,M,Wednesday,16,November,2016,55.56,Overcast,"800 Block Estella AV Pittsburgh, PA 15210",40.41579476,-80.00057154,Beltzhoover,3
1995,25.0,M,B,M,Wednesday,16,November,2016,55.56,Overcast,"1100 Block Shadycrest DR Pittsburgh, PA 15216",40.42308084,-80.02527475,Beechview,6
1996,16.0,M,H,M,Wednesday,16,November,2016,55.56,Overcast,"2400 Block SHADY AV PITTSBURGH, PA 15217",40.43002809,-79.92063357,Squirrel Hill South,4
1997,52.0,M,W,F,Thursday,17,November,2016,55.21,Clear,"600 Block Bellaire AV Pittsburgh, PA 15226",40.39588743,-80.02168125,Brookline,6
1998,37.0,M,W,M,Thursday,17,November,2016,55.21,Clear,"200 Block 45th ST Pittsburgh, PA 15201",40.4720956,-79.95932284,Central Lawrenceville,2
1999,22.0,M,B,M,Thursday,17,November,2016,55.21,Clear,"2100 Block Park Hill DR Pittsburgh, PA 15221",40.45295266,-79.8740214,East Hills,5
2000,32.0,M,B,M,Thursday,17,November,2016,55.21,Clear,"1100 Block Buente ST Pittsburgh, PA 15212",40.46661658,-79.99554483,Spring Hill-City View,1
2001,44.0,M,B,M,Thursday,17,November,2016,55.21,Clear,"2400 Block Park Hill DR Pittsburgh, PA 15221",40.45582712,-79.87380288,East Hills,5
2002,16.0,F,B,M,Thursday,17,November,2016,55.21,Clear,"900 Block BRUSHTON AV PITTSBURGH, PA 15208",40.45552397,-79.88801848,Homewood North,5
2003,11.0,F,B,F,Thursday,17,November,2016,55.21,Clear,"500 Block Marshall AV Pittsburgh, PA 15214",40.47101228,-80.01677284,Perry South,1
2004,23.0,M,B,F,Thursday,17,November,2016,55.21,Clear,"2600 Block E Carson ST Pittsburgh, PA 15203",40.42693811,-79.96825881,South Side Flats,3
2005,26.0,M,W,M,Thursday,17,November,2016,55.21,Clear,"Broadhead Fording RD & W Prospect AV Pittsburgh, PA 15205",40.44827761,-80.08248405,Fairywood,6
2006,46.0,F,B,M,Thursday,17,November,2016,55.21,Clear,"1900 Block Murray AV Pittsburgh, PA 15217",40.43587165,-79.92306465,Squirrel Hill South,4
2007,33.0,M,B,M,Thursday,17,November,2016,55.21,Clear,"800 Block Manton WY & Asteroid WY Pittsburgh, PA 15210",0.0,0.0,Allentown,3
2008,31.0,F,U,M,Thursday,17,November,2016,55.21,Clear,"300 Block Fernhill AV Pittsburgh, PA 15226",40.40089024,-80.01797842,Brookline,6
2009,35.0,M,B,M,Thursday,17,November,2016,55.21,Clear,"N Highland AV & St Marie ST Pittsburgh, PA 15206",40.46895447,-79.92136618,East Liberty,5
2010,33.0,M,B,M,Thursday,17,November,2016,55.21,Clear,"2000 Block Arlington AV Pittsburgh, PA 15210",40.41778816,-79.97826885,Arlington,3
2011,33.0,F,W,M,Thursday,17,November,2016,55.21,Clear,"Arlington AV & Climax ST Pittsburgh, PA 15210",40.42004578,-79.99050162,Allentown,3
2012,44.0,M,B,M,Thursday,17,November,2016,55.21,Clear,"900 Block E Carson ST Pittsburgh, PA 15203",40.42861965,-79.98976989,South Side Flats,3
2013,26.0,F,W,M,Thursday,17,November,2016,55.21,Clear,"1400 Block Dickson ST Pittsburgh, PA 15212",40.46967961,-80.03188666,Marshall-Shadeland,1
2014,41.0,M,W,M,Thursday,17,November,2016,55.21,Clear,"3400 Block Mc Clure AV Pittsburgh, PA 15212",40.47754548,-80.03648258,Brighton Heights,1
2015,21.0,F,B,M,Thursday,17,November,2016,55.21,Clear,"1500 Block Brighton PL Pittsburgh, PA 15212",40.45651505,-80.01651556,California-Kirkbride,1
2016,40.0,F,W,M,Thursday,17,November,2016,55.21,Clear,"Bigelow BL & Chatham ST Pittsburgh, PA 15219",40.44105176,-79.99379317,Central Business District,2
2017,40.0,M,W,M,Thursday,17,November,2016,55.21,Clear,"I-376 RAMP & I-376 Pittsburgh, PA 15219",40.428222,-79.95540196,Bluff,2
2018,20.0,F,B,M,Thursday,17,November,2016,55.21,Clear,"200 Block Suncrest ST Pittsburgh, PA 15210",40.41035674,-79.99037609,Knoxville,3
2019,49.0,M,W,F,Friday,18,November,2016,69.91,Clear,"1200 Block Hillsboro ST Pittsburgh, PA 15204",40.45114596,-80.06049982,Sheraden,6
2020,24.0,F,B,M,Friday,18,November,2016,69.91,Clear,"5100 Block Kincaid ST Pittsburgh, PA 15224",40.46706045,-79.94222763,Garfield,5
2021,19.0,M,B,F,Friday,18,November,2016,69.91,Clear,"Apple AV & Stranahan ST Pittsburgh, PA 15206",40.46254289,-79.89445388,Homewood North,5
2022,40.0,F,B,M,Friday,18,November,2016,69.91,Clear,"2400 Block Woodward AV Pittsburgh, PA 15226",40.400016799999996,-80.02241665,Brookline,6
2023,37.0,M,B,M,Friday,18,November,2016,69.91,Clear,"400 Block Lorenz AV Pittsburgh, PA 15220",40.44651309,-80.03715883,Elliott,6
2024,19.0,M,B,M,Friday,18,November,2016,69.91,Clear,"300 Block 38th ST Pittsburgh, PA 15201",40.46404929,-79.96147728,Lower Lawrenceville,2
2025,19.0,M,B,M,Friday,18,November,2016,69.91,Clear,"Penn AV & 38th ST Pittsburgh, PA 15201",40.46459322,-79.96149961,Lower Lawrenceville,2
2026,45.0,M,B,F,Friday,18,November,2016,69.91,Clear,"300 Block 4th AV Pittsburgh, PA 15222",40.43914077,-80.00116998,Central Business District,2
2027,25.0,F,B,F,Friday,18,November,2016,69.91,Clear,"100 Block Hemlock ST Pittsburgh, PA 15212",40.45750705,-80.00633768,Central North Side,1
2028,18.0,M,B,M,Friday,18,November,2016,69.91,Clear,"2100 Block Rhine ST Pittsburgh, PA 15212",40.46661676,-79.99367687,Spring Hill-City View,1
2029,45.0,M,B,F,Friday,18,November,2016,69.91,Clear,"800 Block Brushton AV Pittsburgh, PA 15221",40.45461029,-79.88837848,Homewood South,5
2030,30.0,M,B,F,Friday,18,November,2016,69.91,Clear,"Chartiers AV & Greenway DR Pittsburgh, PA 15204",40.45153662,-80.05127418,Sheraden,6
2031,19.0,F,W,M,Friday,18,November,2016,69.91,Clear,"300 Block Pearl ST Pittsburgh, PA 15224",40.46209972,-79.94995072,Bloomfield,5
2032,27.0,M,B,M,Friday,18,November,2016,69.91,Clear,"Webster AV & Francis ST Pittsburgh, PA 15219",40.45079362,-79.96975361,Middle Hill,2
2033,34.0,M,B,M,Friday,18,November,2016,69.91,Clear,"6900 Block Kedron ST Pittsburgh, PA 15208",40.46220391,-79.90139277,Homewood West,5
2034,52.0,M,W,M,Friday,18,November,2016,69.91,Clear,"Voskamp ST & Basin ST Pittsburgh, PA 15212",40.45964217,-79.99024793,Spring Garden,1
2035,12.0,F,B,F,Friday,18,November,2016,69.91,Clear,"800 Block RECTENWALD ST PITTSBURGH, PA ",40.40856969,-79.97940289,Mount Oliver,3
2036,25.0,M,W,M,Friday,18,November,2016,69.91,Clear,"200 Block Sagamore ST Pittsburgh, PA 15204",40.46369908,-80.05330326,Esplen,6
2037,21.0,F,W,M,Friday,18,November,2016,69.91,Clear,"200 Block Sagamore ST Pittsburgh, PA 15204",40.46369908,-80.05330326,Esplen,6
2038,22.0,F,W,M,Friday,18,November,2016,69.91,Clear,"200 Block Sagamore ST Pittsburgh, PA 15204",40.46369908,-80.05330326,Esplen,6
2039,46.0,M,B,F,Friday,18,November,2016,69.91,Clear,"7200 Block Frankstown AV Pittsburgh, PA 15208",40.45732934,-79.89625374,Homewood South,5
2040,19.0,M,B,M,Friday,18,November,2016,69.91,Clear,"300 Block 38th ST Pittsburgh, PA 15201",40.46404929,-79.96147728,Lower Lawrenceville,2
2041,36.0,M,W,M,Friday,18,November,2016,69.91,Clear,"Henderson ST & Sandusky CT Pittsburgh, PA 15212",40.45922713,-80.00562369,Fineview,1
2042,10.0,M,B,M,Friday,18,November,2016,69.91,Clear,"800 Block RECTENWALD ST PITTSBURGH, PA 15210",40.40856969,-79.97940289,Mount Oliver,2
2043,25.0,M,B,F,Friday,18,November,2016,69.91,Clear,"6200 Block Penn AV Pittsburgh, PA 15206",40.46059432,-79.92271679,East Liberty,5
2044,19.0,M,B,M,Friday,18,November,2016,69.91,Clear,"Blvd Of The Allies & Market ST Pittsburgh, PA 15222",40.43907817,-80.00363466,Central Business District,2
2045,30.0,M,B,M,Friday,18,November,2016,69.91,Clear,"600 Block Mt Pleasant RD Pittsburgh, PA 15214",40.47679292,-79.99944406,Northview Heights,1
2046,22.0,F,W,M,Friday,18,November,2016,69.91,Clear,"400 Block N Shore DR Pittsburgh, PA 15212",40.44626305,-80.01233658,North Shore,1
2047,70.0,M,B,M,Friday,18,November,2016,69.91,Clear,"6700 Block Atwell ST Pittsburgh, PA 15206",40.46310577,-79.90450326,Homewood West,5
2048,72.0,M,B,M,Friday,18,November,2016,69.91,Clear,"Penn AV & N Braddock AV Pittsburgh, PA 15221",40.44713269,-79.8951617,Point Breeze North,4
2049,21.0,M,W,F,Saturday,19,November,2016,38.06,Rain,"1400 Block E Carson ST Pittsburgh, PA 15203",40.42864859,-79.98403098,South Side Flats,3
2050,21.0,M,W,F,Saturday,19,November,2016,38.06,Rain,"1400 Block E Carson ST Pittsburgh, PA 15203",40.42864859,-79.98403098,South Side Flats,3
2051,17.0,M,B,M,Saturday,19,November,2016,38.06,Rain,"200 Block Rochelle ST Pittsburgh, PA 15210",40.41505082,-79.99062279,Knoxville,3
2052,38.0,M,W,M,Saturday,19,November,2016,38.06,Rain,"S 18th ST & Sarah ST Pittsburgh, PA 15203",40.42783836,-79.98065191,South Side Flats,3
2053,36.0,M,W,F,Saturday,19,November,2016,38.06,Rain,"2800 Block Banksville RD Pittsburgh, PA 15216",40.40491494,-80.04014547,Banksville,6
2054,30.0,M,B,M,Saturday,19,November,2016,38.06,Rain,Proctor WY,0.0,0.0,Allentown,3
2055,26.0,M,W,M,Saturday,19,November,2016,38.06,Rain,"Larkins WY & S 18th ST Pittsburgh, PA 15203",40.42739956,-79.98069489,South Side Flats,3
2056,36.0,F,B,M,Saturday,19,November,2016,38.06,Rain,"Jumonville ST & 5th AV Pittsburgh, PA 15219",40.43823421,-79.97766428,Bluff,2
2057,42.0,M,B,F,Saturday,19,November,2016,38.06,Rain,"2400 Block Bedford AV Pittsburgh, PA 15219",40.44960637,-79.97427068,Bedford Dwellings,2
2058,34.0,M,W,M,Saturday,19,November,2016,38.06,Rain,"50 Block 11th ST Pittsburgh, PA 15219",40.42895953,-79.98767223,Central Business District,2
2059,22.0,M,W,F,Saturday,19,November,2016,38.06,Rain,"2600 Block S 18th ST Pittsburgh, PA 15210",40.4211036,-79.98531718,South Side Slopes,3
2060,43.0,M,W,M,Saturday,19,November,2016,38.06,Rain,"100 Block Art Rooney AV Pittsburgh, PA 15212",40.44631465,-80.01631623,North Shore,1
2061,33.0,M,W,M,Saturday,19,November,2016,38.06,Rain,"100 Block Art Rooney AV Pittsburgh, PA 15212",40.44631465,-80.01631623,North Shore,1
2062,30.0,F,W,M,Sunday,20,November,2016,32.82,Overcast,"5600 Block Rural ST Pittsburgh, PA 15206",40.46555136,-79.92937904,East Liberty,5
2063,35.0,M,W,M,Sunday,20,November,2016,32.82,Overcast,"1100 Block N Negley AV Pittsburgh, PA 15206",40.47546282,-79.92417416,Highland Park,5
2064,35.0,M,W,F,Sunday,20,November,2016,32.82,Overcast,"Howley ST & Main ST Pittsburgh, PA 15224",40.464290399999996,-79.95334414,Bloomfield,5
2065,26.0,M,B,M,Sunday,20,November,2016,32.82,Overcast,"300 Block Blvd Of The Allies Pittsburgh, PA 15222",40.43809116,-80.00185334,Central Business District,2
2066,46.0,F,B,F,Sunday,20,November,2016,32.82,Overcast,"5500 Block Centre AV Pittsburgh, PA 15232",40.45663345,-79.93643514,Shadyside,4
2067,35.0,M,W,M,Sunday,20,November,2016,32.82,Overcast,"2000 Block Lowrie ST Pittsburgh, PA 15212",40.467691200000004,-79.97998089,Troy Hill,1
2068,40.0,M,W,M,Sunday,20,November,2016,32.82,Overcast,"300 Block Cedar AV Pittsburgh, PA 15212",40.45089272,-80.00084389,East Allegheny,1
2069,52.0,M,W,M,Sunday,20,November,2016,32.82,Overcast,"1400 Block Woodruff ST Pittsburgh, PA 15220",40.42707871,-80.02412076,Duquesne Heights,3
2070,24.0,M,W,M,Sunday,20,November,2016,32.82,Overcast,"300 Block North Shore DR Pittsburgh, PA 15212",40.45494869,-80.00964027,North Shore,1
2071,50.0,M,B,M,Sunday,20,November,2016,32.82,Overcast,"Herron AV & Bigelow BL Pittsburgh, PA 15219",40.45576815,-79.96593987,Polish Hill,2
2072,27.0,M,W,M,Sunday,20,November,2016,32.82,Overcast,"800 Block Phineas ST Pittsburgh, PA 15212",40.45487443,-79.99705438,East Allegheny,1
2073,20.0,F,B,F,Sunday,20,November,2016,32.82,Overcast,"200 Block hillside DR Pittsburgh, PA 15219",40.44493401,-79.98366776,Crawford-Roberts,2
2074,48.0,M,B,F,Monday,21,November,2016,32.55,Overcast,"1200 Block Boyle ST Pittsburgh, PA 15212",40.45612947,-80.00565345,Central North Side,1
2075,31.0,M,B,M,Monday,21,November,2016,32.55,Overcast,"100 Block Oakland AV Pittsburgh, PA 15213",40.44214986,-79.95784038,Central Oakland,4
2076,28.0,M,B,F,Monday,21,November,2016,32.55,Overcast,"600 Block Wood ST Pittsburgh, PA 15222",40.44209205,-79.99942351,Central Business District,2
2077,23.0,M,W,M,Monday,21,November,2016,32.55,Overcast,"Anderson ST & General Robinson ST Pittsburgh, PA 15212",40.44894219,-80.00074104,North Shore,1
2078,31.0,M,B,M,Monday,21,November,2016,32.55,Overcast,"700 Block Junilla ST Pittsburgh, PA 15219",40.44965592,-79.97246499,Bedford Dwellings,2
2079,50.0,F,W,M,Monday,21,November,2016,32.55,Overcast,"200 Block Suncrest ST Pittsburgh, PA 15210",40.41035674,-79.99037609,Knoxville,3
2080,38.0,F,W,F,Monday,21,November,2016,32.55,Overcast,"4300 Block Tesla ST Pittsburgh, PA 15217",40.42106925,-79.93670855,Greenfield,4
2081,46.0,M,B,F,Monday,21,November,2016,32.55,Overcast,"700 Block E Warrington AV Pittsburgh, PA 15210",40.42151101,-79.99548539,Allentown,3
2082,17.0,M,B,M,Monday,21,November,2016,32.55,Overcast,"900 Block BRUSHTON AV PITTSBURGH, PA 15208",40.45552397,-79.88801848,Homewood North,5
2083,34.0,M,W,M,Monday,21,November,2016,32.55,Overcast,"200 Block W Burgess ST Pittsburgh, PA 15214",40.46704568,-80.01135645,Perry South,1
2084,57.0,M,B,M,Tuesday,22,November,2016,36.35,Mostly Cloudy,"4500 Block Centre AV Pittsburgh, PA 15213",40.45154051,-79.95296895,North Oakland,4
2085,29.0,M,B,M,Tuesday,22,November,2016,36.35,Mostly Cloudy,"500 Block Mt Pleasant RD Pittsburgh, PA 15214",40.47865057,-80.00096629,Northview Heights,1
2086,34.0,M,B,M,Tuesday,22,November,2016,36.35,Mostly Cloudy,"5100 Block Broad ST Pittsburgh, PA 15224",40.46640372,-79.94248508,Garfield,5
2087,23.0,M,B,F,Tuesday,22,November,2016,36.35,Mostly Cloudy,"2500 Block 5th AV Pittsburgh, PA 15213",40.43639479,-79.96819829,West Oakland,4
2088,24.0,F,W,F,Tuesday,22,November,2016,36.35,Mostly Cloudy,"1100 Block Mc Kinney LANE Pittsburgh, PA 15220",40.42352927,-80.03503378,Ridgemont,6
2089,24.0,F,W,F,Tuesday,22,November,2016,36.35,Mostly Cloudy,"2400 Block Diehl AV Pittsburgh, PA 15210",40.39136688,-79.98061488,Carrick,3
2090,24.0,F,W,F,Tuesday,22,November,2016,36.35,Mostly Cloudy,"2000 Block Westmont AV Pittsburgh, PA 15210",40.39420324,-79.98763754,Carrick,3
2091,30.0,M,W,F,Tuesday,22,November,2016,36.35,Mostly Cloudy,"600 Block Smithfield ST Pittsburgh, PA 15222",40.44152525,-79.99740551,Central Business District,2
2092,27.0,M,B,M,Tuesday,22,November,2016,36.35,Mostly Cloudy,"700 Block Chislett ST Pittsburgh, PA 15206",40.47130451,-79.9303443,East Liberty,5
2093,31.0,F,W,M,Tuesday,22,November,2016,36.35,Mostly Cloudy,"700 Block Chislett ST Pittsburgh, PA 15206",40.47130451,-79.9303443,East Liberty,5
2094,55.0,F,W,M,Tuesday,22,November,2016,36.35,Mostly Cloudy,"700 Block Chislett ST Pittsburgh, PA 15206",40.47130451,-79.9303443,East Liberty,5
2095,57.0,F,W,M,Tuesday,22,November,2016,36.35,Mostly Cloudy,"Middle ST & Suismon ST Pittsburgh, PA 15212",40.45536416,-79.999646,East Allegheny,1
2096,23.0,F,W,M,Tuesday,22,November,2016,36.35,Mostly Cloudy,"Middle ST & Suismon ST Pittsburgh, PA 15212",40.45536416,-79.999646,East Allegheny,1
2097,66.0,M,W,M,Tuesday,22,November,2016,36.35,Mostly Cloudy,"2000 Block Brownsville RD Pittsburgh, PA 15210",40.39495799,-79.98686442,Carrick,3
2098,41.0,M,W,M,Tuesday,22,November,2016,36.35,Mostly Cloudy,"2000 Block Brownsville RD Pittsburgh, PA 15210",40.39495799,-79.98686442,Carrick,3
2099,61.0,M,W,M,Tuesday,22,November,2016,36.35,Mostly Cloudy,"2000 Block Brownsville RD Pittsburgh, PA 15210",40.39495799,-79.98686442,Carrick,3
2100,29.0,M,W,F,Tuesday,22,November,2016,36.35,Mostly Cloudy,"Brighton Heights BL & Ohio River BL Pittsburgh, PA 15212",40.47888859,-80.0430561,Brighton Heights,1
2101,43.0,M,W,M,Tuesday,22,November,2016,36.35,Mostly Cloudy,"5100 Block Dresden WY Pittsburgh, PA 15201",40.47810878,-79.95515855,Upper Lawrenceville,2
2102,26.0,F,W,M,Tuesday,22,November,2016,36.35,Mostly Cloudy,"600 Block Chess ST Pittsburgh, PA 15211",40.42243216,-80.01378891,Mount Washington,3
2103,36.0,F,B,M,Tuesday,22,November,2016,36.35,Mostly Cloudy,"800 Block Johnston AV Pittsburgh, PA 15207",40.40611376,-79.93099911,Glen Hazel,4
2104,42.0,F,W,M,Tuesday,22,November,2016,36.35,Mostly Cloudy,"Foreland ST & James ST Pittsburgh, PA 15212",40.45428602,-80.00086455,East Allegheny,1
2105,29.0,M,W,M,Tuesday,22,November,2016,36.35,Mostly Cloudy,"600 Block Brownsville RD Pittsburgh, PA 15210",40.41037642,-79.99028853,Knoxville,3
2106,54.0,M,W,M,Tuesday,22,November,2016,36.35,Mostly Cloudy,"S 18th ST & E Carson ST Pittsburgh, PA 15203",40.42875859,-79.98056196,South Side Flats,3
2107,19.0,M,B,F,Wednesday,23,November,2016,44.73,Clear,"Mansion ST & Glenwood AV Pittsburgh, PA 15207",40.40437903,-79.93917153,Hazelwood,4
2108,17.0,M,B,F,Wednesday,23,November,2016,44.73,Clear,"7000 Block Edgerton AV Pittsburgh, PA 15208",40.44681687,-79.90811393,Point Breeze,4
2109,17.0,F,B,M,Wednesday,23,November,2016,44.73,Clear,"200 Block N Negley AV Pittsburgh, PA 15206",40.46456389,-79.93012236,East Liberty,5
2110,30.0,M,W,F,Wednesday,23,November,2016,44.73,Clear,"600 Block East Ohio ST Pittsburgh, PA 15212",40.45396982,-79.99897476,East Allegheny,1
2111,19.0,M,W,F,Wednesday,23,November,2016,44.73,Clear,"900 Block Idlewood AV Pittsburgh, PA 15205",40.41604107,-80.07473125,East Carnegie,6
2112,28.0,M,W,M,Wednesday,23,November,2016,44.73,Clear,"I-376 RAMP & I-376 Pittsburgh, PA 15219",40.428222,-79.95540196,Bluff,2
2113,36.0,M,W,M,Wednesday,23,November,2016,44.73,Clear,"1000 Block Washington BL Pittsburgh, PA 15206",40.46274004,-79.90573359,Lincoln-Lemington-Belmar,5
2114,36.0,M,B,M,Wednesday,23,November,2016,44.73,Clear,"Smithfield ST & Blvd Of The Allies Pittsburgh, PA 15222",40.43777805,-80.0001799,Central Business District,2
2115,17.0,F,B,M,Wednesday,23,November,2016,44.73,Clear,"100 Block THACKERAY ST PITTSBURGH, PA 15213",40.44322739,-79.95656191,North Oakland,4
2116,16.0,F,B,M,Wednesday,23,November,2016,44.73,Clear,"100 Block 9TH ST PITTSBURGH, PA 15222",40.44509999,-79.99905,Central Business District,2
2117,42.0,M,W,M,Wednesday,23,November,2016,44.73,Clear,"100 Block Scout AV Pittsburgh, PA 15210",40.39424688,-79.98376447,Carrick,3
2118,40.0,M,W,F,Wednesday,23,November,2016,44.73,Clear,"2000 Block Lowrie ST Pittsburgh, PA 15212",40.467691200000004,-79.97998089,Troy Hill,1
2119,18.0,M,B,F,Wednesday,23,November,2016,44.73,Clear,"2500 Block Brackenridge ST Pittsburgh, PA 15219",40.4447005,-79.97010416,Terrace Village,2
2120,50.0,M,W,M,Wednesday,23,November,2016,44.73,Clear,"Perrysville AV & Kenwood AV Pittsburgh, PA 15214",40.46955174,-80.00839686,Perry South,1
2121,34.0,M,W,F,Wednesday,23,November,2016,44.73,Clear,"Chauncey DR & Bedford AV Pittsburgh, PA 15219",40.45081373,-79.97224337,Bedford Dwellings,2
2122,25.0,F,A,F,Wednesday,23,November,2016,44.73,Clear,"5100 Block Penn AV Pittsburgh, PA 15224",40.46477482,-79.94273394,Bloomfield,5
2123,29.0,M,B,M,Wednesday,23,November,2016,44.73,Clear,"300 Block Cedar AV Pittsburgh, PA 15212",40.45089272,-80.00084389,Allegheny Center,1
